Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,Hour,SunRise,SunSet,MomentOfDay,fortnight,month,Rad
Normal,Normal,High,S,Slow,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,Normal,High,E,Fast,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,Normal,High,E,Normal,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,Normal,High,E,Normal,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,Normal,High,E,Slow,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,Normal,Normal,E,Normal,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,Normal,Normal,E,Normal,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,Normal,High,S,Slow,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,Normal,High,S,Normal,06,0-20,40-60,Morning,fortnight 4,Oct,Low
Normal,Normal,High,S,Fast,06,0-20,40-60,Morning,fortnight 4,Oct,Low
Normal,Normal,High,S,Normal,06,0-20,40-60,Morning,fortnight 4,Oct,Low
Normal,Normal,High,S,Fast,05,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Normal,05,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Slow,05,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Fast,05,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Slow,05,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Normal,05,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Fast,05,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Normal,05,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Normal,05,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Normal,05,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Normal,05,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Slow,05,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Normal,04,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Fast,04,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Fast,04,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Fast,04,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Normal,04,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Slow,04,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Normal,04,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Normal,04,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Fast,04,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Normal,04,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Slow,04,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Slow,04,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Normal,03,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Slow,03,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Normal,03,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Normal,03,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Normal,03,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Low,High,E,Normal,03,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Low,High,S,Normal,03,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Normal,03,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Fast,03,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Fast,03,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Normal,03,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Normal,03,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Slow,02,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Normal,02,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Normal,02,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Slow,02,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Fast,02,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Fast,02,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Slow,02,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Normal,02,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Slow,02,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,Normal,S,Slow,02,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,Normal,E,Slow,02,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,Normal,S,Slow,02,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Normal,01,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Fast,01,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Normal,01,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Slow,01,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Fast,01,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,S,Slow,01,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,S,Fast,01,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,01,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,01,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Normal,01,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,S,Normal,01,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,01,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,00,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,N,Normal,00,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,N,Normal,00,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,00,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Slow,00,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,Normal,High,E,Slow,00,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,S,Normal,00,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,00,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,00,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,00,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Normal,00,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,00,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,W,Slow,23,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Normal,23,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,23,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Normal,23,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,N,Slow,23,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Fast,23,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,23,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Fast,23,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Fast,23,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,23,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,23,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,S,Normal,23,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,22,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,S,Slow,22,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,S,Fast,22,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,S,Normal,22,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,22,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,S,Normal,22,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,S,Normal,22,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,S,Normal,22,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Normal,22,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,S,Slow,22,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,S,Normal,22,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Normal,22,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,21,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,S,Slow,21,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,21,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,21,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,21,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Normal,21,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,S,Slow,21,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Fast,21,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Fast,21,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,N,Slow,21,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,S,Normal,21,0-20,40-60,Night,fortnight 4,Oct,Low
Heat,High,High,E,Normal,21,0-20,40-60,Night,fortnight 4,Oct,Low
Normal,High,High,E,Slow,20,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,S,Normal,20,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,S,Fast,20,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,E,Fast,20,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,S,Normal,20,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,High,High,E,Slow,20,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,High,High,E,Slow,20,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,E,Slow,20,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,S,Slow,20,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,E,Normal,20,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,E,Slow,20,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,E,Normal,20,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,S,Slow,19,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,S,Fast,19,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,E,Slow,19,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,E,Normal,19,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,E,Slow,19,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,E,Slow,19,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,E,Fast,19,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Normal,High,High,N,Fast,19,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,High,High,E,Normal,19,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,High,High,N,Slow,19,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,High,High,E,Normal,19,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,High,High,E,Slow,19,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,High,High,N,Slow,18,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,High,High,E,Fast,18,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,Normal,High,N,Normal,18,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,Normal,High,E,Slow,18,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,Normal,High,E,Normal,18,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,Normal,High,E,Fast,18,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,Normal,High,E,Fast,18,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,Normal,High,E,Normal,18,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,Normal,High,N,Normal,18,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,Normal,High,E,Normal,18,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,Normal,High,E,Slow,18,0-20,40-60,Afternoon,fortnight 4,Oct,Low
Heat,Normal,High,N,Normal,18,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,High,E,Fast,17,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,High,E,Fast,17,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,High,E,Slow,17,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,High,E,Fast,17,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,High,N,Normal,17,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,Normal,E,Slow,17,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,Normal,N,Fast,17,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,Normal,S,Slow,17,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,Normal,N,Fast,17,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,Normal,E,Fast,17,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,Normal,E,Normal,17,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,Normal,N,Fast,17,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,Normal,E,Slow,16,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,Normal,N,Slow,16,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,Normal,E,Fast,16,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,Normal,N,Fast,16,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Normal,Normal,N,Fast,16,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Low,Normal,E,Normal,16,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Low,Normal,E,Normal,16,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Low,Normal,E,Fast,16,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Low,Normal,E,Slow,16,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Low,Normal,E,Fast,16,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Low,Normal,E,Normal,16,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Low,Normal,E,Fast,16,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Low,Normal,N,Normal,15,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Low,Normal,N,Fast,15,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Normal,Normal,N,Normal,15,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Normal,Normal,N,Fast,15,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Low,Normal,E,Normal,15,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Low,Normal,N,Normal,15,0-20,40-60,Afternoon,fortnight 4,Oct,Med
Heat,Low,Normal,E,Fast,15,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Low,Normal,N,Fast,15,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Low,Normal,E,Fast,15,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Low,Normal,E,Fast,15,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Low,Normal,N,Normal,15,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Low,Normal,E,Fast,15,0-20,40-60,Afternoon,fortnight 4,Oct,High
Heat,Low,Normal,N,Slow,14,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Low,Normal,E,Slow,14,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Low,Normal,E,Normal,14,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Normal,N,Slow,14,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,E,Slow,14,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,N,Normal,14,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,E,Fast,14,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,N,Fast,14,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,E,Normal,14,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,E,Normal,14,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,E,Fast,14,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,E,Fast,14,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,E,Normal,13,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,N,Fast,13,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,N,Fast,13,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,E,Fast,13,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,E,Normal,13,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,E,Fast,13,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Normal,N,Fast,13,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,N,Fast,13,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Normal,E,Fast,13,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Normal,N,Normal,13,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Normal,N,Fast,13,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Normal,W,Fast,13,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,N,Fast,12,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,N,Fast,12,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,E,Slow,12,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,Normal,Low,N,Fast,12,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,High,Low,N,Fast,12,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,High,Low,N,Fast,12,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,High,Low,N,Slow,12,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,High,Low,E,Slow,12,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,High,Low,N,Fast,12,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,High,Low,E,Normal,12,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,High,Low,N,Normal,12,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,High,Low,N,Normal,12,0-20,40-60,Midday,fortnight 4,Oct,High
Heat,High,Low,N,Normal,11,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,N,Fast,11,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,N,Fast,11,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,N,Slow,11,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Fast,11,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,N,Fast,11,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Fast,11,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,N,Normal,11,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,N,Normal,11,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,N,Normal,11,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,N,Slow,11,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,W,Fast,10,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Normal,10,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Normal,10,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,N,Fast,10,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Normal,10,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,N,Fast,10,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Normal,10,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,N,Normal,10,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,N,Fast,10,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Normal,10,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,N,Normal,10,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,N,Normal,10,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Normal,09,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Normal,09,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Normal,09,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Fast,09,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,N,Normal,09,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Normal,09,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Slow,09,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Fast,09,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Normal,09,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Normal,09,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Normal,09,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Normal,09,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Fast,08,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Normal,08,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Slow,08,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Slow,08,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,S,Normal,08,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Fast,08,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Normal,08,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,S,Slow,08,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,S,Normal,08,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Slow,08,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Fast,08,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Fast,08,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,S,Normal,07,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,S,Fast,07,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,S,Slow,07,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,S,Slow,07,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,S,Normal,07,0-20,40-60,Morning,fortnight 4,Oct,High
Heat,High,Low,E,Fast,07,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,High,Low,S,Normal,07,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,High,Low,S,Slow,07,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,High,Low,S,Normal,07,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,High,Low,S,Fast,07,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,High,Low,S,Fast,07,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,High,Low,S,Normal,07,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,High,Low,S,Normal,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,High,Low,S,Fast,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Normal,High,Low,S,Fast,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Cold,High,Low,S,Normal,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Cold,High,Low,S,Fast,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Cold,High,Low,S,Normal,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Cold,High,Low,S,Fast,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Cold,High,Low,S,Normal,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Cold,High,Low,S,Normal,06,0-20,40-60,Morning,fortnight 4,Oct,Med
Cold,High,Low,S,Normal,06,0-20,40-60,Morning,fortnight 4,Oct,Low
Cold,High,Low,S,Normal,06,0-20,40-60,Morning,fortnight 4,Oct,Low
Cold,High,Low,S,Fast,06,0-20,40-60,Morning,fortnight 4,Oct,Low
Cold,High,Low,S,Fast,05,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Fast,05,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Slow,05,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Normal,05,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Normal,05,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Normal,05,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Normal,05,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Normal,05,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Normal,05,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Fast,05,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Normal,05,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Fast,05,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Normal,04,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Normal,04,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Normal,04,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,Normal,Low,S,Normal,04,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,Normal,Low,S,Normal,04,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,Normal,Low,S,Normal,04,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,Normal,Low,S,Normal,04,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Slow,04,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Normal,04,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Normal,04,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,High,Low,S,Normal,04,0-20,40-60,Night,fortnight 4,Oct,Low
Cold,Normal,Low,S,Normal,04,0-20,40-60,Night,fortnight 4,Oct,Low
